img_file,Image size (pixels),Aspect ratio,RMS contrast,Luminance entropy,Complexity,Edge density,Color entropy,mean R channel,mean G channel,mean B channel (RGB),mean L channel,mean a channel,mean b channel (Lab),mean H channel,mean S channel,mean V channel,std R channel,std G channel,std B channel,std L channel,std a channel,std b channel (Lab),std H channel,std S channel,std V channel,Mirror symmetry,DCM distance,DCM x position,DCM y position,Balance,CNN symmetry left-right,CNN symmetry up-down,CNN symmetry left-right & up-down,Slope Redies,Slope Spehar,Slope Mather,Fourier sigma,2D Fractal dimension,3D Fractal dimension,Self-similarity (PHOG),Self-similarity (CNN),Anisotropy,Homogeneity,1st-order EOE,2nd-order EOE,Sparseness,Variability
39339.jpg,1176,1.194,17.319,7.397,2.953,37.625,5.872,152.026,124.861,117.404,54.432,9.596,8.457,0.05151,0.2358,0.6045,52.584,43.678,44.318,17.319,11.345,8.363,0.1912,0.1688,0.2038,17.117,16.43,0.003125,0.08209,13.118,0.4094,0.3555,0.349,-3.01,-1.473,-1.492,0.006937,1.26,2.378,0.6917,0.7473,0.0003842,89.942,4.545,4.314,0.0002918,1.966E-05
42925.jpg,1120,1.333,20.56,6.672,21.16,127.021,7.376,35.085,39.231,44.992,16.126,3.144,-3.13,0.8168,0.6346,0.2322,47.121,51.314,55.96,20.56,12.774,20.281,0.3033,0.2567,0.2425,77.562,15.429,0.003125,-0.07708,6.359,0.5658,0.4563,0.429,-1.852,-1.026,-0.985,0.005993,1.742,2.688,0.6212,0.8367,0.0005214,95.1,4.137,4.363,9.14E-05,1.546E-05
38170.jpg,1003,1.214,21.65,7.718,9.734,132.456,6.558,110.531,93.115,83.978,40.762,7.546,9.012,0.05533,0.415,0.4812,59.05,54.629,58.148,21.65,13.381,16.851,0.1692,0.2107,0.2359,35.816,9.158,0.04545,0.005519,10.578,0.4758,0.5002,0.4533,-3.286,-1.736,-1.369,0.07975,1.437,2.529,0.7481,0.8105,0.0003873,98.13,4.504,4.529,0.0001663,1.509E-05
40722.jpg,1171,1.205,15.607,5.032,3.491,50.311,4.169,39.724,20.015,18.896,11.135,8.558,5.267,0.0003892,0.4019,0.1618,46.981,35.696,33.438,15.607,13.832,8.964,0.1018,0.4103,0.19,65.875,16.876,0.08437,-0.0009416,22.92,0.3901,0.4842,0.3547,-3.095,-1.731,-1.553,0.0252,1.307,2.41,0.5105,0.7081,0.0009273,86.167,4.472,4.424,0.0004171,2.65E-05
42159.jpg,910,1.333,31.017,7.458,13.776,177.26,7.375,68.163,76.316,77.994,32.113,1.768,0.4322,0.8283,0.617,0.4153,70.826,81.752,87.711,31.017,24.39,23.838,0.3582,0.275,0.3551,52.057,35.479,-0.03269,-0.1744,12.369,0.4829,0.4047,0.3407,-2.934,-1.491,-1.374,0.05107,1.314,2.594,0.5192,0.8052,0.000869,91.649,3.385,3.789,0.0001916,2.524E-05
37853.jpg,1119,1.336,25.354,6.08,9.055,53.005,5.009,45.174,61.636,11.851,23.867,-11.1826,22.84,0.1172,0.5251,0.2635,53.484,66.569,28.424,25.354,21.007,24.518,0.17,0.4245,0.2789,47.342,9.853,0.02031,-0.04489,24.437,0.6405,0.517,0.5046,-2.012,-0.724,-0.6694,0.01476,1.559,2.807,0.5683,0.7449,0.0003972,87.188,4.31,4.418,0.000206,1.873E-05
650766.jpg,1406,1.05,39.786,4.82,7.657,70.323,4.274,159.366,155.339,155.497,62.04,1.781,0.8045,0.9939,0.129,0.6319,100.551,103.396,103.13,39.786,7.035,5.591,0.1581,0.2127,0.3883,34.24,26.544,-0.004167,-0.1327,25.311,0.3559,0.298,0.3059,-2.77,-1.101,-1.304,0.02197,1.053,2.537,0.4782,0.7121,0.0008379,91.383,4.403,4.219,0.000811,3.543E-05
41139.jpg,1163,1.224,24.22,7.779,20.252,143.813,6.674,99.314,87.788,68.914,37.142,3.02,12.503,0.09464,0.4614,0.4183,62.553,60.612,52.451,24.22,10.348,15.785,0.1549,0.2271,0.2322,40.805,19.313,0.0625,-0.07361,11.593,0.5294,0.4978,0.465,-2.06,-1.026,-0.9316,0.007553,1.59,2.722,0.6195,0.8183,0.0004148,92.844,4.046,4.351,0.0001061,1.523E-05
37342.jpg,988,0.5462,21.604,6.668,7.767,85.457,5.589,103.074,137.933,145.904,54.614,-9.312,-7.55,0.518,0.3584,0.5967,44.144,55.509,64.774,21.604,7.18,12.412,0.133,0.1491,0.23,12.961,6.719,-0.02149,-0.02582,20.75,0.4929,0.4783,0.4113,-2.298,-1.262,-1.289,0.08374,1.147,2.288,0.5542,0.6462,0.001297,90.439,2.776,3.168,0.0006893,3.576E-05
648533.jpg,1400,1.059,25.323,7.504,10.658,133.795,5.692,125.251,55.731,42.733,33.793,25.195,22.473,0.02481,0.6485,0.494,89.937,57.689,54.377,25.323,26.246,23.297,0.1,0.3281,0.3503,43.946,23.623,-0.1083,0.04706,12.328,0.4542,0.4151,0.403,-2.534,-1.469,-1.255,0.0147,1.492,2.615,0.5024,0.7596,0.0006059,93.387,4.228,4.252,0.0001885,2.773E-05
38934.jpg,1152,1.25,25.927,6.718,3.764,42.639,4.262,166.048,169.064,190.834,69.516,7.958,-11.9667,0.03974,0.2761,0.7911,86.468,70.806,33.381,25.927,12.947,26.482,0.2191,0.3228,0.1547,21.424,15.101,-0.03594,-0.06641,22.761,0.2671,0.4058,0.2527,-2.796,-1.344,-1.389,0.009976,0.8763,2.332,0.4372,0.6101,0.000572,80.778,4.498,3.774,0.0006995,2.167E-05
42207.jpg,1100,1.292,18.855,7.101,5.072,59.655,5.118,165.991,145.285,134.848,61.439,6.594,8.846,0.06272,0.2064,0.6542,47.254,51.887,56.784,18.855,7.075,8.957,0.1342,0.169,0.1855,58.02,16.362,-0.0371,-0.07292,11.279,0.4251,0.3707,0.3714,-2.702,-1.234,-1.155,0.007191,1.503,2.559,0.5727,0.7467,0.0007832,98.289,4.157,4.281,0.0003751,4.486E-05
42204.jpg,1032,1.633,23.706,6.867,6.891,89.03,5.074,99.048,44.189,29.773,25.71,21.789,20.146,0.03232,0.6618,0.389,77.471,53.044,48.163,23.706,18.835,17.038,0.05844,0.3395,0.3042,46.452,5.141,-0.01562,0.02041,23.451,0.5221,0.4181,0.4096,-3.159,-1.555,-1.494,0.007843,1.305,2.417,0.6545,0.8041,0.0005694,90.937,4.022,4.235,0.0002822,2.476E-05
37525.jpg,1120,0.75,22.623,7.646,10.53,95.687,6.9,92.172,80.96,66.648,34.649,2.078,10.94,0.1257,0.4592,0.3943,67.088,53.253,60.78,22.623,15.514,10.822,0.1593,0.2376,0.2529,50.244,5.017,-0.002083,-0.025,17.066,0.5657,0.4915,0.4857,-2.637,-1.473,-1.394,0.008996,1.382,2.508,0.8196,0.8027,0.0002992,90.206,4.483,4.445,0.0001314,1.732E-05
39076.jpg,1120,1.333,34.887,7.259,22.048,179.386,5.711,100.776,101.14,71.585,40.303,-4.497,15.337,0.1371,0.3871,0.4152,85.953,89.089,71.463,34.887,9.057,15.893,0.1071,0.3114,0.3512,35.645,28.177,0.05625,0.1292,22.344,0.5235,0.4802,0.4661,-2.069,-1.165,-1.145,0.009798,1.584,2.713,0.703,0.8451,0.0004697,95.023,4.073,4.345,0.0001317,1.481E-05
40000.jpg,1095,1.239,30.699,7.761,9.18,104.262,5.387,111.793,96.184,85.369,41.04,7.383,9.084,0.06225,0.5592,0.4931,78.584,77.499,80.652,30.699,9.812,19.32,0.145,0.3153,0.3092,35.222,13.761,0.06601,0.01943,12.219,0.3423,0.3735,0.3198,-2.747,-1.311,-1.348,0.006224,1.335,2.476,0.7001,0.7611,0.0004787,94.184,4.275,4.316,0.0002071,2.457E-05
37968.jpg,1120,1.333,19.344,7.519,9.203,123.724,6.501,98.22,104.903,108.6,44.319,3.591,-2.499,0.2347,0.4233,0.5238,57.754,52.223,50.657,19.344,17.45,33.635,0.2497,0.2567,0.1812,31.495,10.291,0.01875,-0.04792,8.998,0.4198,0.4026,0.3709,-2.771,-1.331,-1.31,0.003713,1.443,2.502,0.6802,0.7896,0.0003756,97.372,4.483,4.536,0.0002378,2.695E-05
42286.jpg,1062,1.25,20.248,7.145,6.123,70.448,5.292,96.601,36.598,14.477,23.728,23.746,23.977,0.04267,0.7184,0.3929,85.243,31.196,22.666,20.248,23.452,26.696,0.1391,0.3114,0.3263,36.97,4.721,-0.02203,-0.008475,13.911,0.4074,0.4089,0.3709,-2.91,-1.247,-1.394,0.005231,1.232,2.544,0.6661,0.7684,0.000486,95.43,4.431,4.416,0.0002485,2.532E-05
42945.jpg,981,1.33,20.634,7.528,27.008,193.282,0,96.238,96.238,96.238,39.9,-0.001177,0.002232,0,0,0.3774,50.429,50.429,50.429,20.634,0.0004468,0.000847,0,0,0.1978,46.132,3.86,-0.01607,0.01069,9.673,0.5701,0.6289,0.5749,-1.77,-0.9067,-0.7474,0.02621,1.81,2.96,0.7258,0.8771,0.0002855,98.754,4.524,4.544,0.0001432,6.518E-06
38107.jpg,1120,1.333,24.853,7.807,15.649,130.235,6.865,91.459,99.787,91.659,40.132,-4.569,3.318,0.3804,0.2104,0.4051,61.659,61.941,58.355,24.853,5.707,9.893,0.1903,0.1412,0.2468,42.295,17.41,-0.08125,0.03125,17.2,0.4624,0.4433,0.3653,-2.256,-1.095,-1.027,0.004049,1.552,2.803,0.6513,0.8413,0.0003176,92.624,3.715,4.125,0.0001064,1.118E-05
793097.jpg,1229,1.415,19.828,7.533,13.661,113.765,5.504,118.957,95.003,82.291,42.474,9.264,11.699,0.05113,0.3562,0.4778,53.701,50.619,58.537,19.828,14.551,19.503,0.1555,0.3666,0.207,19.97,11.212,0.002778,0.05599,15.127,0.4984,0.2829,0.2621,-2.06,-1.151,-1.157,0.006367,1.587,2.698,0.562,0.7734,0.000465,97.284,4.203,4.449,0.0001787,2.136E-05
37706.jpg,1120,0.75,19.945,7.096,5.554,48.9,5.824,66.183,40.421,44.403,19.3,11.698,2.303,0.9748,0.5946,0.26,53.79,44.849,48.414,19.945,8.009,4.943,0.06869,0.2688,0.2105,62.84,28.506,0.03125,-0.1391,24.523,0.5668,0.5179,0.5078,-2.857,-1.432,-1.374,0.009519,1.308,2.449,0.7882,0.7704,0.0003217,89.357,4.376,4.312,0.0001232,1.285E-05
502302.jpg,1290,0.7917,28.466,7.612,11.127,103.485,5.402,116.078,89.204,29.412,38.486,4.606,32.712,0.1205,0.7896,0.4592,87.251,65.588,51.008,28.466,12.111,24.24,0.07356,0.2716,0.3381,29.578,23.344,-0.003509,-0.1167,22.721,0.5801,0.4271,0.4236,-2.226,-1.163,-1.151,0.01315,1.404,2.555,0.5472,0.7781,0.0005386,92.325,4.189,4.28,0.0001246,2.297E-05
39317.jpg,1120,1.333,45.849,4.554,4.459,72.035,2.648,146.66,146.593,144.788,57.703,-0.3102,0.9493,0.07193,0.05143,0.576,116.39,116.404,115.933,45.849,0.5775,1.533,0.1076,0.1664,0.4565,21.11,45.903,0.04531,-0.225,18.175,0.3514,0.2513,0.2323,-3.045,-1.523,-1.504,0.003051,1.027,2.463,0.5754,0.7167,0.0007882,88.768,4.33,4.194,0.0005101,2.741E-05
38019.jpg,1120,1.333,28.691,2.906,1.659,24.852,1.854,46.28,41.151,28.4,16.979,0.05104,7.408,0.03143,0.1244,0.1816,77.747,69.222,48.443,28.691,0.885,12.413,0.06209,0.2107,0.3048,68.017,5.426,0.001563,-0.02708,45.721,0.5368,0.6429,0.4782,-3.539,-1.452,-1.6,0.01284,0.7873,2.558,0.3065,0.2764,0.001631,75.923,4.567,3.197,0.0005833,2.302E-05
42259.jpg,971,0.9736,15.151,7.014,16,116.148,4.927,101.32,129.181,132.185,51.895,-7.562,-5.177,0.5285,0.3718,0.5514,43.035,38.138,43.384,15.151,4.258,16.693,0.08974,0.2198,0.1319,11.296,5.609,-0.009395,-0.02642,4.746,0.7048,0.5929,0.5859,-1.779,-0.6931,-0.6705,0.1002,1.785,2.698,0.7305,0.7847,0.000598,97.877,3.306,3.767,0.0001159,1.464E-05
42763.jpg,1270,1,23.75,7.383,9.85,147.152,0.343,153.583,153.742,153.691,62.526,-0.05615,0.00976,0.003322,0.01152,0.6029,59.924,59.578,59.683,23.75,0.2409,0.03664,0.07241,0.05594,0.2336,18.507,12.176,-0.005512,-0.06063,10.111,0.6615,0.5781,0.5744,-2.805,-1.511,-1.385,0.02187,1.423,2.468,0.7979,0.8332,0.0004637,91.77,3.882,4.185,0.0001868,8.773E-06
443816.jpg,1220,1.44,24.039,7.425,16.599,90.765,5.923,66.737,63.615,74.699,26.694,5.579,-6.497,0.6835,0.4879,0.3428,67.291,57.178,52.967,24.039,5.53,15.766,0.205,0.2314,0.2353,62.156,16.09,0.02639,-0.076,14.412,0.4836,0.4373,0.3974,-2.075,-0.8946,-1.015,0.01362,1.627,2.816,0.7466,0.8236,0.0002075,86.775,4.356,4.46,0.000118,1.718E-05
40736.jpg,1091,0.7654,28.106,7.7,18.175,127.194,6.435,108.706,102.969,96.82,42.594,2.201,4.879,0.1126,0.3084,0.4648,67.655,69.77,72.876,28.106,8.516,12.718,0.1628,0.2192,0.2833,28.265,21.052,0.1047,-0.01133,16.322,0.3917,0.5079,0.3699,-2.039,-0.8928,-1.031,0.006571,1.657,2.73,0.6754,0.8184,0.0004474,94.801,3.515,4.066,0.0001658,2.092E-05
794927.jpg,1266,0.7583,30.441,7.708,33.527,272.979,7.108,94.547,92.412,90.296,38.13,1.949,1.72,0.1658,0.4328,0.4265,77.711,75.65,75.674,30.441,8.543,16.48,0.2785,0.3233,0.3067,34.736,5.999,-0.02015,0.02222,8.397,0.5526,0.5575,0.5573,-1.979,-1.181,-0.941,0.01371,1.743,2.821,0.6172,0.842,0.0006682,99.473,4.24,4.404,0.0001387,1.257E-05
705510.jpg,1200,0.6667,12.402,5.152,4.901,46.398,2.631,20.581,39.895,167.218,26.245,44.358,-67.2794,0.6454,0.9084,0.6713,43.581,36.108,23.714,12.402,10.473,23.311,0.06289,0.1327,0.08038,91.645,7.25,-0.01042,-0.03472,17.465,0.3844,0.4161,0.3081,-2.279,-1.119,-1.144,0.003075,1.619,2.737,0.3769,0.5849,0.0004293,82.733,4.54,4.427,0.0008368,1.612E-05
43084.jpg,1078,1.255,18.091,7.341,6.617,66.335,5.303,139.974,138.634,128.242,57.016,-1.186,5.739,0.1511,0.1205,0.5571,42.833,46.641,43.418,18.091,5.164,6.172,0.1429,0.1041,0.1679,10.779,8.377,-0.01833,-0.03766,8.379,0.3543,0.3782,0.3406,-2.676,-1.334,-1.277,0.01657,1.39,2.464,0.6112,0.7621,0.0004966,95.06,4.225,4.379,0.0001953,2.435E-05
441977.jpg,1188,0.65,21.597,5.354,6.425,60.797,4.259,48.626,23.649,38.927,13.108,11.052,-2.574,0.004191,0.2948,0.1948,76.852,40.499,62.129,21.597,22.561,7.783,0.2511,0.2987,0.2996,73.021,21.495,-0.01068,0.1069,18.844,0.3126,0.188,0.1682,-2.241,-0.9122,-1.346,0.04543,1.215,2.629,0.4458,0.6838,0.001005,85.966,4.293,4.243,0.0004059,5.344E-05
757789.jpg,1378,1.094,25.391,7.825,8.354,99.438,5.825,110.707,106.08,134.058,47.202,17.235,-12.3659,0.9274,0.5624,0.6482,91.747,64.553,63.991,25.391,10.467,34.732,0.2667,0.343,0.2432,37.889,17.021,0,0.08511,12.585,0.6074,0.3336,0.321,-3.026,-1.317,-1.514,0.03058,1.289,2.412,0.7605,0.7169,0.0003664,93.628,4.464,4.34,0.0003126,2.718E-05
38179.jpg,706,1,21.777,7.664,18.506,171.129,6.715,104.283,90.422,77.199,39.16,4.736,9.72,0.05805,0.4098,0.4423,60.635,53.661,53.673,21.777,11.424,19.344,0.2646,0.2886,0.2355,25.226,4.824,-0.001416,-0.02408,4.367,0.5707,0.5397,0.5206,-3.617,-1.656,-1.049,0.3394,1.578,2.614,0.7827,0.8516,0.0004519,98.957,4.45,4.49,0.0001349,1.201E-05
37397.jpg,940,2.133,32.945,6.052,3.333,49.392,4.154,77.62,52.002,41.907,23.444,9.861,10.345,0.01881,0.6068,0.3044,88.584,82.205,75.079,32.945,10.876,13.428,0.04378,0.3519,0.3474,73.841,56.835,-0.02187,-0.2833,25.335,0.4387,0.3027,0.3031,-3.347,-1.852,-1.567,0.02538,1.053,2.275,0.5617,0.7284,0.0006686,77.385,4.031,3.892,0.0003785,1.871E-05
38283.jpg,1157,0.9219,29.224,6.855,8.406,87.283,5.597,173.699,171.897,165.814,69.031,-0.1683,3.479,0.1447,0.1542,0.6988,76.529,74.923,78.099,29.224,2.489,9.137,0.211,0.2159,0.2932,31.822,20.553,-0.01712,-0.1013,25.7,0.331,0.3665,0.3016,-2.607,-1.284,-1.274,0.006442,1.351,2.502,0.5115,0.7733,0.0005992,93.192,4.444,4.304,0.0004637,2.589E-05
40372.jpg,986,1.029,35.394,4.23,8.254,117.469,3.676,202.237,187.536,188.978,75.883,6.14,1.781,0.9952,0.1993,0.7946,82.839,96.021,91.987,35.394,11.295,6.897,0.07777,0.3177,0.3237,15.371,25.962,-0.024,-0.1276,22.795,0.4681,0.3722,0.3059,-3.343,-1.829,-1.421,0.1011,1.291,2.501,0.4235,0.7075,0.001015,88.861,4.015,4.217,0.0008939,2.754E-05
805913.jpg,1440,1,16.584,7.022,3.167,50.09,4.106,147.591,18.802,17.03,32.238,46.656,36.085,0.9982,0.9642,0.5788,53.011,46.662,25.357,16.584,16.531,15.875,0.03544,0.09662,0.2079,78.884,5.479,0.01389,-0.02361,9.207,0.3645,0.4083,0.31,-3.119,-1.345,-1.641,0.01313,1.235,2.436,0.3619,0.3632,0.0005042,69.53,4.571,4.113,0.0009994,1.49E-05
43415.jpg,1120,0.75,17.805,6.445,4.038,28.269,4.219,74.732,26.531,13.805,16.782,19.492,17.07,0.03224,0.8396,0.2931,62.088,33.609,23.842,17.805,16.291,15.879,0.02231,0.1122,0.2436,75.546,25.702,-0.1208,-0.04375,25.5,0.362,0.3421,0.3308,-2.769,-1.118,-1.258,0.008998,1.107,2.652,0.6553,0.6416,0.000384,64.409,4.263,3.849,0.0004047,2.123E-05
37000.jpg,1058,1.513,16.086,6.893,11.42,118.076,3.654,121.956,110.773,109.081,48.287,3.465,3.771,0.07984,0.08201,0.4797,46.162,44.303,44.179,16.086,15.343,12.2,0.0995,0.2086,0.1813,7.194,4.196,-0.01805,0.01069,12.797,0.4984,0.4811,0.4492,-2.487,-1.413,-0.9242,0.03568,1.557,2.654,0.6975,0.7085,0.0005185,99.755,3.624,4.03,0.0001727,1.967E-05
445047.jpg,1200,1.5,16.828,7.149,12.181,102.106,7.14,46.213,57.986,48.594,22.633,-6.316,4.247,0.3862,0.3444,0.2372,39.49,40.428,38.598,16.828,8.285,8.906,0.1918,0.2032,0.1639,72.701,3.76,0.001389,-0.01875,11.289,0.5097,0.4659,0.4747,-2.52,-1.118,-1.281,0.001336,1.682,2.611,0.793,0.8059,0.0003389,97.193,4.52,4.485,0.0001165,1.424E-05
41180.jpg,936,1.305,31.481,7.412,15.805,142.367,6.677,150.329,149.144,144.946,60.13,-0.127,2.548,0.07505,0.1664,0.6155,80.749,80.03,82.961,31.481,5.015,9.838,0.2962,0.1663,0.3175,30.8,17.019,-0.03208,-0.07882,17.515,0.6013,0.3491,0.3317,-2.531,-1.205,-1.137,0.02643,1.506,2.709,0.6342,0.8702,0.0005672,93.461,4.248,4.442,0.0002489,1.398E-05
43052.jpg,1033,1.628,25.074,7.706,34.835,190.086,7.203,94.448,95.794,78.829,39.186,-2.794,9.155,0.1624,0.396,0.4072,60.845,62.92,58.787,25.074,10.147,15.07,0.2172,0.2876,0.2441,30.738,9.171,-0.01094,0.04453,16.911,0.6274,0.5951,0.5737,-1.552,-0.8809,-0.6955,0.007131,1.836,2.909,0.7699,0.8671,0.0003478,98.694,4.332,4.5,0.0001003,7.459E-06
782574.jpg,1348,1.08,14.732,6.304,2.275,31.918,3.571,139.321,21.139,30.43,30.699,45.626,28.415,0.9857,0.9126,0.5464,38.249,45.67,31.458,14.732,11.786,11.223,0.03337,0.1422,0.15,86.298,7.13,-0.02571,0.02469,10.777,0.4513,0.4601,0.4069,-2.843,-1.322,-1.316,0.00826,1.271,2.239,0.5278,0.4928,0.0005668,79.225,4.55,3.431,0.0009597,2.586E-05
40977.jpg,1120,1.333,11.14,6.79,7.003,19.777,6.776,214.293,84.451,9.856,53.027,47.574,60.581,0.05901,0.9569,0.8404,29.238,36.995,14.855,11.14,8.405,7.921,0.01971,0.05927,0.1147,34.049,11.25,0,0.05625,13.192,0.5865,0.541,0.4977,-1.761,-0.6557,-1.071,0.1186,1.539,2.728,0.6248,0.7196,0.0002464,87.528,4.398,4.309,0.0007994,1.201E-05
43675.jpg,1021,1.042,37.596,6.016,8.21,122.272,2.746,97.367,87.326,73.469,35.949,2.372,9.124,0.0351,0.1966,0.3822,97.351,93.8,90.969,37.596,5.487,14.52,0.06976,0.3047,0.3819,37.414,26.855,0.118,0.064,18.054,0.3262,0.4994,0.2714,-3.063,-1.594,-1.553,0.09141,1.313,2.351,0.4753,0.7078,0.001245,94.372,3.606,3.872,0.0004084,3.961E-05
759275.jpg,1354,1.136,29.088,7.206,24.596,160.092,6.598,62.353,67.361,44.113,26.281,-5.508,11.844,0.1616,0.5525,0.2788,70.945,73.022,69.715,29.088,10.646,15.128,0.1436,0.3331,0.2891,65.89,17.707,0.03333,0.08202,14.416,0.5497,0.3005,0.2877,-2.038,-0.9707,-0.9273,0.002078,1.721,2.822,0.643,0.853,0.0002076,91.02,4.499,4.52,0.000105,1.191E-05
